sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
recovery_candidate,B0151Z7V1E,smart_switch,Electronics,Computers,"Smart Switch 6, ZW096-A02, by Aeotec, Cert ID: ZC10-15050012",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Smart Switch 6 is a plug-in on/off switch module that also provides energy metering. Z-Wave Certification ID: ZC10-15050012 Frequency Region: U.S./Canada/Mexico, Z-Wave Library Version: 6.51.06 Device Categories: All Lighting Devices,On/Off Switches/Devices Supported Command Classes: Meter,Firmware Update,Binary Switch,Clock,Configuration,Color Switch,All Switch,Association,AGI,Security,Powerlevel,Multilevel Switch | description: Aeotec Smart Switch 6 is a low-cost Z-Wave Switch plug-in module specifically used to enable Z-Wave command and control (on/off) of any plug-in tool. It can report immediate wat",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:required_target_context_absent,multi-type conflict|required_target_context_absent,title|features|description|store,switch,smart_near_switch|z wave,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e315ae7775837da7ab6d354925c778d638455764293e40bd1900a5ccceb3939a
recovery_candidate,B08BC6RYJ6,smart_switch,Home_and_Kitchen,,"HOBFU 300ml Automatic Soap Dispenser, Soap Dispenser, Fully Automatic Non-Contact Smart Foam, One Key Switch,Modern Simplicity,Used in Bathroom Kitchen Restroom",Home & Kitchen Bath Bathroom Accessories Holders & Dispensers Dispensers Countertop Soap Dispensers,"categories: Home & Kitchen Bath Bathroom Accessories Holders & Dispensers Dispensers Countertop Soap Dispensers | details: Best Sellers Rank Bathroom Countertop Soap Dispensers 7225 Home & Kitchen 4336886 Brand HOBFU Date First Available June 30, 2020 Item Weight 11 ounces Material PC, Acrylonitrile butadiene styrene Number of Sets 1 Package Dimensions 9.45 x 4.25 x 3.23 inches",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:key switch,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e3773bbfed788be6c50ddec0f068032f08a452b01f261a5343f388a9167e2658
recovery_candidate,B07HCBT63R,smart_switch,Electronics,Portable Audio & Accessories,DollaTek 12V ESP8266 Four Ways WiFi Relay IOT Smart Home Cepphone APP Remote Control Switch,,"features: Two working mode : Mode 1:cellphone carry on wifi module directly Mode 2: cellphone and wifi module carry on router together Additional function :work as USB module when remove ESP-01 module Transmission distance: (1) the open environment, when the mobile phone carrying on the WIFI module ,maximum transmission distance is 100 m; (2), when the WiFI module and cell phone carrying on the router at the same time, the sig… | description: …act details as below ：(1)When extinguished, it is being configured or disconnected from the router.(2)0.5s fast blinking represents cellphone app is configuring WIFI account and password for ESP-01 module(3) 2S slow blinking to configure finished ,and ",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:relay,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title|features|description|details,switch,smart home|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e5f5e806a6ed80198ed24ce266aee8a5a08a5fd905b7ca3b5a39188a0e476a5f
recovery_candidate,B09831YM7S,smart_switch,Electronics,All Electronics,"D-Link 6-Port 10GB & 2.5GB Unmanaged Gaming Switch with 1 x 10G, 5 x 2.5G - Multi-Gig, Network, Fanless, Plug & Play, Colored Indicator (DMS-106XT)",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: 5 x 2.5 Gbps Ethernet Ports for unrestricted Wi-Fi 6 or AP connections 1 x 10 Gbps Ethernet Port for uplink or NAS server connection Smart Turbo Mode delivers Quality of Service (QoS) and port-based priority for uninterrupted online gaming and 4K streaming. Perfect for multiplayer gaming parties and 10G/5G fiber internet. Power efficiency design for low power consumption Colored indicators conveniently indicates port… | description: High-speed solution for next-generation home network - 2.5GE high-speed Ethernet port connects next-generation PC, 10GPON or G.fast modem - 10G Ethernet port for non-blocking",smart_plug:approved_identity_phrase_absent|smart_plug:smart_evidence_not_in_title_or_categories|smart_plug:wrong_product:plug and play|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories|smart_switch:wrong_product:network|smart_switch:wrong_product:port,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|smart_evidence_not_in_title_or_categories|wrong_product,title|features,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e77a3c6e67c1bbd835c9e526d288d8d3cb814c5110de7426b77c92450ad5efe9
recovery_candidate,B0B4VGS7DR,smart_switch,Home_and_Kitchen,Amazon Home,"Sandman Clocks Doppler Smart Clock & Speaker with 6 Charging Ports and Alexa Multifunctional Bedside Clock with Alexa Built-in, Alarm, Smart Buttons, Premium Sound, Auto Dimmer - Blackout",Home & Kitchen Home Décor Products Clocks Alarm Clocks,"categories: Home & Kitchen Home Décor Products Clocks Alarm Clocks | features: …IDE TABLE: Combining a sleek design with an auto-dimming display, a large snooze button and dedicated smart buttons that can silently trigger Alexa Routines, this is the best smart alarm clock for your bedroom. The large, clear, discrete LED screen can also be dimmed down to zero if you like sleeping in total darkness. Local weather and temperature details provided too! A CHARGING STATION WITH MULTIPLE USB PORTS: Dop… | details: Age Range (Description) Adult Alarm Clock Yes Are Batteries Included Yes Batteries 1 Lithium Ion batteries required. (included) Best Sellers Rank Alarm Clocks 1634 Home & Kitchen 883902 B",smart_switch:approved_identity_phrase_absent,approved_identity_phrase_absent,title|features,dimmer,alexa|smart home,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e7d89f6762a16994f08d016d6df05bcc33b5ca6216cac9b7310a203ff885ebd7
recovery_candidate,B07G33LNDY,smart_switch,Electronics,Computers,"SHELLY 1 One Relay Switch Wireless WiFi Home Automation iOS Android Application - 1 Pack Non UL (1, Count)",Electronics Computers & Accessories Networking Products Routers,"categories: Electronics Computers & Accessories Networking Products Routers | details: Best Sellers Rank Computer Routers 950 Computers & Accessories 26889 Brand Shelly Connectivity Protocol Wi-Fi Connector Type Wireless Control Method Voice Controller Type iOS, Android Date First Available July 31, 2018 Is Discontinued By Manufacturer No Item Dimensions LxWxH 1.61 x 1.42 x 0.67 inches Item Weight 0.705 ounces Item model number INS903 Manufacturer Allterco Robotics EOOD Mounting Type Wall Mount Operati…",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:relay,approved_identity_phrase_absent|required_target_context_absent|wrong_product,title|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e7f4da2d3fc6a44ddef2e8dfd8c1576f51d15a0f29897fed6dc9dce787d16e5e
recovery_candidate,B07T6BZ8JG,smart_switch,Electronics,Computers,"TRENDnet 52-Port Gigabit Web Smart Switch, 48 Gigabit RJ-45 Ports, 4 Shared Gigabit Ports (RJ-45 or SFP), VLAN, QoS, LACP, IPv6, Lifetime Protection, TEG-524WS,Black",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: ETHERNET PORT INTERFACE: 48 x Gigabit Ports; 4 x Shared Gigabit Ports (RJ-45/SFP) SWITCHING CAPACITY: The Web Smart Gigabit switch provides 48 gigabit (RJ-45) ports, 4 shared gigabit ports (RJ-45 or SFP), a 104Gbps switching capacity, a built-in power supply, and rackmount brackets. WEB SMART MANAGEMENT: The 52 Port Switch provides an easy to use web-based GUI management for reduced switch configuration complexity an… | description: TRENDnet’s 52-Port Gigabit Web Smart Switch, model TEG-524WS, delivers advanced management features with a 104Gbps switching capacity. This rack mountable IPv6 ready switch c",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e8ae0645cb3d8416e36108c82d6542923ff39960dd62413031afd63bf54ba223
recovery_candidate,B004GQL3ZU,smart_switch,Electronics,Computers,Cisco SLM2016T SG200-18 18-Port Gigabit Smart Switch,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: SMART SWITCH WITH 2 COMBO SFPS IN | description: Small Business 200 Series Switch SG200-18 - 16 10/100/1000 Mbps ports + 2 SFP Gigabit ports | details: Brand Cisco Compatible Devices Desktop Date First Available December 19, 2011 Flash Memory Size 16 Is Discontinued By Manufacturer No Item Dimensions LxWxH 7.99 x 17.35 x 1.74 inches Item Dimensions LxWxH 7.99 x 17.35 x 1.74 inches Item Weight 2.01 Kilograms Item model number SLM2016T-EU Manufacturer CISCO SYSTEMS - ENTERPRISE Number of Ports 16 Product Dimensions 7.99 x 17.35 x 1.74 inches RAM 128 MB",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e95ab1d4caf9b5069880154df3a39d374dfc1d3a6ca62bdb82b448e3b1e8b927
recovery_candidate,B00AI9H5J2,smart_switch,Electronics,Computers,D-Link Systems 20-Port Gigabit Web Smart Switch including 4 Gigabit SFP Ports (DGS-1210-20),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: D-Link DGS-1210-20 Ethernet Switch 20 Ports - Manageable - 4 x Expansion Slots - 10/100/1000Base-T - Shared SFP Slot - 4 x SFP Slots - 2 Layer Supported - Desktop, Rack-mountable The D-Link DGS-1210 Series is the latest generation of Web Smart switches to feature D-Link Green technology. Equipped with 10, 16, 24, or 48 10/100/1000Mbps ports and two or four combo 10/100/1000BASE-T/SFP ports, the series integrates adva… | details: Brand D-Link Compatible Devices Desktop Item Dimensions LxWxH 7.08 x 11.02 x 1.73 inches Item Weight 0.02 Pounds Number of Ports 16",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e9a2fcfc3d3730bd003a5b5e940b7ba823be5b17f7d41527eb810513e42225bc
recovery_candidate,B01NCSRGX6,smart_switch,Electronics,All Electronics,"TRENDnet 48-Port 10/100/1000 Mbps Gigabit Web Smart Switch with 4 Shared SFP Slots, Private & Voice VLAN Support, IPv6, Fanless, Rack Mountable, TEG-448WS",Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: IPv6, 802.3ad, Private and Voice VLAN support 48 x Gigabit ports 4 shared SFP slots Rack-mount metal housing Smart fans reduce energy consumption LIFETIME WARRANTY & TOLL-FREE TECH SUPPORT- TRENDnet backs this product with a Limited Lifetime manufacturer warranty as well as toll-free tech support | description: TRENDnet’s 48 Port Gigabit Web Smart Switch, model TEG-448WS, delivers advanced management features with a 96 Gbps switching capacity. This rack-mountable IPv6 ready switch comes with an intuitive web-browser interface, and smart fans which turn on when needed. Advanced traffic management, access,",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|description|details,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,e9f853c14f7955fcf84ab8ed82601ec2145ad145b8d20d38cf4a2c359881f310
recovery_candidate,B07DWCWW3N,smart_switch,Electronics,All Electronics,Switchmate Light Switch Systems Toggle - Wireless Wall Switch,,"features: Brand New in box. The product ships with all relevant accessories | description: Set up your smart lighting with Switchmate! There’s no need to rewire sockets or replace any bulbs, the Switchmate quickly installs by snapping over your home’s existing light switch plate. Custom schedule your lighting your way, and be greeted automatically by lights as you arrive home. With a built in motion sensor, there’s no need to ever enter a dark room again! Switchmate is designed with you in mind, offering v… | details: Date First Available June 20, 2018 Item Weight 6.4 ounces Manufacturer Switchmate Product Dimensions 7.1 x 1.5 x 3.6 inches",smart_switch:smart_evidence_not_in_title_or_categories,smart_evidence_not_in_title_or_categories,title|description,existing light switch|light switch|switch|wall switch,google assistant|voice control,include,medium,correct_target,"Primary switch identity, wall-lighting context, and connected-control evidence are all present.",w3-v1.4.0-draft,ea6deacccab2ef49ff78056d63ecb54ac1188ec907a614f756d655f9d8cdb42b
recovery_candidate,B0BJLCWLC7,smart_switch,Electronics,All Electronics,"Aluminum Desktop Stand for Echo Show 15, Echo Show 15 Stand Swivel and Tilt, Adjustable and Foldable Stand with 360 Degree Rotatable Base, Multi-Angles, Easy Switch Device in Portrait and Landscape",Electronics Accessories & Supplies Mounts Speaker Mounts,"categories: Electronics Accessories & Supplies Mounts Speaker Mounts | features: Unique Design: This aluminum desktop stand is designed for the All-New Alexa Echo Show 15 (also fits show 8 and show 5). It can also fit tablets from 10-17 inches. Just place your device on this stand without any tools and fit the support block of the stand to the back of your device perfectly. 360° Rotation and Tilt: With a 360-degree swivel base and adjustable support bar, you can easily rotate and tilt your device… | details: Best Sellers Rank Speaker Mounts 378 Brand Putimom Compatible Devices Tablets, Echo Show 15 Compatible Phone Models Desktop, Tablets Country of Origin Hong Kong Date First Available Nove",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|required_target_context_absent|smart_evidence_not_in_title_or_categories,title|features,switch,alexa,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ea7712a948eb7b03932d48f8df888b7d21c414ed4db1f8fe49be5478d93363b5
recovery_candidate,B0861NX6H2,smart_switch,Electronics,Industrial & Scientific,ezOutlet5 - Internet Enabled IP & WiFi Remote Power Switch with Reboot (AC Power/Single Outlet/iOS/Android/Cloud/Web Controllable) - Newest Model (EZ-72b),Electronics Computers & Accessories Networking Products,"categories: Electronics Computers & Accessories Networking Products | features: …matically Restart Remote Equipment such as Modems, Routers, PCs or Security Cameras when they Crash, Freeze or Lock-Up Connects to your LAN via 2.4G WiFi or 10/100 Ethernet Schedule Multiple Automatic Power Cycles (e.g. ON at 6 AM, OFF at 9 PM) Free Monitor & Control App for iPhone / iPad / Android Phones & Tablets or use Cloud & Web Interfaces | details: …em Dimensions LxWxH 4.3 x 3 x 1.4 inches Item model number EZ72b Manufacturer Proxicast Product Dimensions 4.3 x 3 x 1.4 inches; 14.89 Ounces Switch Type Toggle Switch",smart_plug:approved_identity_phrase_absent|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent,title|features|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ea7803b546c24e10f704abd36045b387cdca6a30d5b2fbdd2836b938d726a984
recovery_candidate,B0B21C45ST,smart_switch,Electronics,All Electronics,"WWZMDiB((((1Pcs)))) ESP-01S Relay Control Module,You Will Easy to DIY Your Smart Switch to Control Any Device by Your Phone Anywhere.",,"details: Date First Available September 21, 2022 Manufacturer WWZMDiB",smart_switch:required_target_context_absent|smart_switch:wrong_product:relay,required_target_context_absent|wrong_product,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,eac29d33632a101aaeb59265e9453e5bb416166095836114a976f26fbd610250
recovery_candidate,B0BN5LSFMY,smart_switch,Electronics,Computers,"Samsung Galaxy Tab A8 10.5” 32GB Android Tablet w/LCD Screen, Long Lasting Battery, Kids Content, Smart Switch, Expandable Memory, US Version, Dark Gray, w/64GB Micro SD Card",Electronics Computers & Accessories Computers & Tablets Tablets,"categories: Electronics Computers & Accessories Computers & Tablets Tablets | features: …ibrary of safe and fun games, books and videos that are kid friendly and parent approved Easiest. Transfer. Ever: No matter what operating system you're using, Smart Switch makes it a breeze to move your data and favorite files in three easy steps | description: …ry Expandable Memory Compatibility: microSD Compatibility Operating System: Android 11 Operating System Compatibility: Android 11 Works With: Bixby, Google Assistant, SmartThings Connectivity Wireless Connectivity: Wi-Fi Network Connectivity: None Headphone Jack: Yes Power Power Supply Input: USB Type C Charging Interface(s): USB Type C Battery ",smart_switch:required_target_context_absent,required_target_context_absent,title|features|description,switch,google assistant|smart_near_switch|smartthings|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,eb60619630e0bd25a1b7b2a2ea981a441130ec9639e842fef1dcc608e7c67dd3
recovery_candidate,B000ZKH6LG,smart_switch,Electronics,All Electronics,8G+ 1 Sfp Web Smart Switch,Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | features: Features - 32-bit PCI v2.2 Bus interface Store-and-Forward switching method Supports flow control IEEE 802.3x for full-duplex mode and backpressure flow control for half-duplex mode Self-defines 256 bytes memory I/O or register I/O based command and status register | description: Gigabit Ethernet Solution LevelOne GSW-0841 Gigabit switch equips 8 Gigabit ports that lead you to a real Gigabit connection. Users are now able to transfer large and high bandwidth-needed files faster and hence get a real efficiency improvement. In addiotion to the copper ports, the one of the ports support fiber connection wit",smart_switch:required_target_context_absent,required_target_context_absent,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ec6cd40fcec2f6793eb949f366b19b24db13d88758cd5acde61a18a048b01e81
recovery_candidate,B0C6P79WL5,smart_switch,Electronics,,"Projector with WiFi and Bluetooth, 5G WiFi Projector, Native1080P Portable Outdoor Projector with Remote Control, 9000Lux Movie 4K Projector Compatible with Smartphone/TV Stick/PS4/Laptop/Switch",Electronics Video Projectors,"categories: Electronics Video Projectors | features: …video experience.This Full HD 1080p projector has a high brightness rating of 9000 lumens for brighter, clearer and more vivid pictures and videos. 【❤️‍🔥Stable WiFi Connection & Mini Projector】- With latest dual-band 2.4G and 5G WiFi Connection, Pericat wifi projector offers you a more stable connection and lag-free online video, music enjoyment.This mini projector is only 5.5”x4.7”x2” (1lb), almost the size of your … | details: …ensions 6.3 x 5.12 x 2.76 inches Speaker Type Built-In Special Features ★ Dual Buit-in Speakers, ★ Equipped with Cooling system, Low Noise, ★ 5G+2.4G WiFi and 5.1 Bluetooth, ★ Supports Table, Tripod, Ceiling Inst",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title|features|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ec8235b8a0d7af6772774b8c1e4db8794aef5153ab030359d5213431cd51e9bd
recovery_candidate,B00YRYA2IA,smart_switch,Electronics,Industrial & Scientific,HPE OfficeConnect 1950 48-Port Gig Smart Switch-48xGE|2xSFP+|2x10GBASE-T (JG961A#ABA),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | details: Actuator Type Push Button Brand Aruba a Hewlett Packard Enterprise company Connectivity Protocol Wi-Fi Date First Available December 27, 2015 International Protection Rating IPv6, IP4 Is Discontinued By Manufacturer No Item Dimensions LxWxH 17.32 x 14.17 x 1.73 inches Item model number JG961A#ABB Manufacturer Aruba a Hewlett Packard Enterprise company Material Copper Mounting Type Surface Mount Product Dimensions 17.…",smart_switch:required_target_context_absent|smart_switch:wrong_product:port,required_target_context_absent|wrong_product,title|details,switch,smart_near_switch|wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ecf742fd4762266f2beee08c6fc3c1fff72a838673913e8408e5667e24306453
recovery_candidate,B0B2X1CKHK,smart_switch,Electronics,Industrial & Scientific,"Wildgame Innovations outdoor Switch Lightsout, 20 Megapixels, Lightsout Technology, Weather Resistant, Photo and Video (WGI-WGICM0722),720p",Electronics Camera & Photo Lighting & Studio Lighting On-Camera Video Lights,"categories: Electronics Camera & Photo Lighting & Studio Lighting On-Camera Video Lights | features: …moisture Up to 1 year battery life Requires 8 AA batteries and SD card required (not included) Unit count: 1.0 Wireless communication technology: Wi-Fi | description: Three buttons: that’s all it takes to get the Switch Lightsout fully operational. This dummy-proof trail camera is so easy to set up, even first-time hunters and kids can figure it out. Choose a capture mode, delay setting and time zone – and you’re done. The Switch captures crisp, 20-megapixel images and 720p HD videos, and updates the date and time automatically (even during Daylight Savings). The Switch Lightsout …",smart_switch:approved_identity_phrase_absent|smart_switch:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|smart_evidence_not_in_title_or_categories,title|features|description|details,switch,wi fi|wifi,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ed60ccc3d9f5729ff961ed69b8df1a05d31f8d17acfe51a009805b991f8b9922
recovery_candidate,B003PQO5U2,smart_switch,Home_and_Kitchen,Amazon Home,Generac RTSX100A3 Nexus Smart Switch 100 Amp (Discontinued by Manufacturer),,"features: More backup coverage with a smaller generator Additional DLM Modules can manage up to four more large electrical loads (sold separately) Aluminum enclosure 120/240 1 NEMA 3R | description: Engineered with Generac's Digital Load Management (DLM) technology, the Nexus Smart Switch is the smartest transfer switch on the market. It has the ability to cycle on and off two air conditioners without adding additional components, allowing for a smaller generator to cover more circuits than when paired with a standard transfer switch. | details: Department Unisex Adult Is Discontinued By Manufacturer Yes Item Weight 19.75 pounds Item model number RTSX100A3 Manufacturer Generac Power Systems ",smart_switch:required_target_context_absent,required_target_context_absent,title|description,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ed6f3c5e5500043ff037d0cab990d6290c0b4b2dbb7ff846ece6bf99653716c6
recovery_candidate,B07P4D5K3C,smart_switch,Electronics,All Electronics,Cisco SG220-26 Smart Switch with 26 x Gigabit Ethernet Ports (SG220-26-K9-NA),Electronics Computers & Accessories Networking Products Switches,"categories: Electronics Computers & Accessories Networking Products Switches | details: Date First Available February 20, 2019 Item model number SG220-26-K9-NA Manufacturer CISCO SYSTEMS - ENTERPRISE",smart_switch:required_target_context_absent|smart_switch:wrong_product:ethernet,required_target_context_absent|wrong_product,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ede0a7cb526754443269663be78c64a70ee18a4d614c4e72bdc5e5330220d562
recovery_candidate,B003I86OPG,smart_switch,Electronics,Tools & Home Improvement,"Insteon 2466DI ToggleLinc Insteon Remote Control Dimmer Switch, Ivory",Electronics Accessories & Supplies Mounts,"categories: Electronics Accessories & Supplies Mounts | features: Control lights remotely, turning them on and off and adjusting brightness levels Incorporate a light into multiple lighting design scenes in minutes Same great features as the award-winning SwitchLinc but with a familiar toggle control to match your home's decor Easy-to-install dimmer uses Insteon technology for superior performance and reliability Neutral wire required; 600 watt maximum load | description: From the Manufacturer Behind its classic toggle switch styling, ToggleLinc Dimmer opens up a world of opportunity for lighting and appliance control. Not only can ToggleLinc Dimmer provide dimming control to the lights that",smart_plug:approved_identity_phrase_absent|smart_plug:conditional_without_specific_smart_control_evidence|smart_plug:identity_not_in_title_or_categories|smart_switch:conditional_without_specific_smart_control_evidence|smart_switch:smart_evidence_not_in_title_or_categories,conditional_without_specific_smart_control_evidence|multi-type conflict|smart_evidence_not_in_title_or_categories,title|features|description|store|details,control lights|dimmer|dimmer switch|neutral wire|switch|switch box|togglelinc|traditional wall switch|wall switch,insteon|smart home,include,high,correct_target,"Primary switch identity, wall-lighting context, and connected-control evidence are all present.",w3-v1.4.0-draft,ee07f72d69cd255b3b389bc3dafe1a871e13a3cb6fca7b424cf130616220df70
recovery_candidate,B0B7MG1RJB,smart_switch,Electronics,All Electronics,"Powered USB Hub [Durable Aluminum] USB Hub 3.0 Powered, Individual Switch Buttons Smart Charging USB Port Expander Fit for External Hard Drive Electronics Gaming Laptop Desktop PC",Electronics Computers & Accessories Networking Products Hubs,"categories: Electronics Computers & Accessories Networking Products Hubs | features: …ver-voltage & over-current protection design, the powered USB 3.0 hub can protect your devices from overcurrent, overvoltage, short circuit and overheating 【Simple Switch to Control】Each port of the USB hub 3.0 powered has an individual switch with an LED light. With this powered USB hub, you can easily connect and disconnect devices by pressing the power button for one second. Turn off the idle port for power saving… | details: Best Sellers Rank Computer Networking Hubs 463 Electronics 90609 Brand NIAO-CHAO Color Black Powered USB Hub Compatible Devices 👍99% USB Port✅ Date First Available December 1, 2022 ",smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent|smart_switch:wrong_product:port,approved_identity_phrase_absent|multi-type conflict|required_target_context_absent|wrong_product,title|features,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,ee16ba23464e70447d120e82268279f88548df03c15dc96741c4d810f1c1cd9e
recovery_candidate,B07PWLG2BS,smart_switch,Electronics,Cell Phones & Accessories,"Adjustable Cellphone Stand for Desk, Universal Flexible Aluminium Display Holder Compatible with All Smart Phones, Switch, Samsung Tab, iPad Mini Air Air2 and Tablets (Up to 10.1 inch), Black",Electronics Computers & Accessories Tablet Accessories Stands,"categories: Electronics Computers & Accessories Tablet Accessories Stands | details: Brand FARCTRL Color Black Compatible Devices Tablets, Smartphones ect, Keyboard Compatible Phone Models Ipad,Iphone Date First Available January 31, 2019 Item Weight 4.6 ounces Item model number FC159M Manufacturer Shenzhen FARCOM communication CO LTD Mounting Type Phone Mount,On,For,Foldable,Desk Other display features Wireless Package Dimensions 5.35 x 3.43 x 0.94 inches Special features Portable,Adjustable,Foldab…",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,eee067a316eb437156c81e23da7c488615155bca7bf2add43ee3e7ae7fca0a1e
recovery_candidate,B00E40L8VC,smart_switch,Electronics,All Electronics,"Etekcity 4 x 1 HDMI Switcher Selector with audio output: This switch supports 720/1080p and 3D, along with stereo, toslink, COAX, LPCM, and DTS digital audio. Great for Xbox 360, PS3, Cable boxes, and any other HDMI device. Also this includes auto-switch (smart/intelligent function)",,"details: Date First Available October 21, 2013 Item Weight 1.25 pounds Item model number 04-PET4000-Etek Manufacturer Etekcity Package Dimensions 9.7 x 7.9 x 2.3 inches",smart_switch:approved_identity_phrase_absent|smart_switch:required_target_context_absent,approved_identity_phrase_absent|required_target_context_absent,title,switch,smart_near_switch,hold,low,insufficient_evidence,Metadata does not clearly establish wall-lighting control.,w3-v1.4.0-draft,efcacc323c3c92e9227183116fff467035bedfd2367d3173325aaaba729e8265
